day,start_datetime,end_datetime,activity,calories,distance,intensity,label,source,id
"2025-02-27","2025-02-27T18:01:00-05:00","2025-02-27T18:12:00-05:00","walking","","","moderate","","confirmed","6ef13d4d-905d-4c2a-95e3-8e6245d47104"
"2025-02-27","2025-02-27T18:12:00-05:00","2025-02-27T18:29:00-05:00","strengthTraining","","","moderate","","confirmed","6c3a5f71-538e-44a6-b34a-774142257fab"
"2025-02-27","2025-02-27T18:39:00-05:00","2025-02-27T19:19:00-05:00","strengthTraining","","","moderate","","confirmed","28030aa5-a90a-4f05-8c97-ec0c0d1a15dc"
"2025-02-27","2025-02-27T19:28:00-05:00","2025-02-27T19:49:00-05:00","strengthTraining","","","moderate","","confirmed","b9a7d488-75ec-4d33-a369-792591b521e4"
"2025-02-28","2025-02-28T17:43:00-05:00","2025-02-28T18:05:00-05:00","walking","","","moderate","","confirmed","cc62c8e5-845c-437f-b237-d9a513c310f6"
"2025-02-28","2025-02-28T18:05:00-05:00","2025-02-28T18:20:00-05:00","strengthTraining","","","moderate","","confirmed","ff2858a3-42a6-440b-83aa-19b08e6d4396"
"2025-02-28","2025-02-28T19:22:00-05:00","2025-02-28T19:32:00-05:00","strengthTraining",37.72,"","moderate","","confirmed","b8905dfa-c394-4068-8ac2-a69fc8782dea"
"2025-03-01","2025-03-01T16:56:00-05:00","2025-03-01T17:17:00-05:00","walking","","","moderate","","confirmed","6deaa1d8-1df1-4293-b2c1-84bc6fde61bb"
"2025-03-01","2025-03-01T17:39:00-05:00","2025-03-01T17:49:00-05:00","walking",26.520000000000003,"","moderate","","confirmed","f65399e7-cd00-41f3-8081-256047ceb988"
"2025-03-03","2025-03-03T11:59:00-05:00","2025-03-03T12:11:00-05:00","walking","","","moderate","","confirmed","f49419e2-d0fd-4211-87fe-83022f228905"
"2025-03-03","2025-03-03T14:54:00-05:00","2025-03-03T15:15:00-05:00","walking","","","moderate","","confirmed","e9b8caf6-2565-433a-b717-b69acced3f8d"
"2025-03-03","2025-03-03T17:57:00-05:00","2025-03-03T18:40:00-05:00","walking","","","moderate","","confirmed","79282c90-f512-469d-8a6f-d4da671d4cc6"
"2025-03-07","2025-03-07T13:51:00-05:00","2025-03-07T14:01:00-05:00","walking","","","moderate","","confirmed","9f396ee4-b80e-47a1-bd4a-5bab3854a15e"
"2025-03-07","2025-03-07T16:51:00-05:00","2025-03-07T17:08:00-05:00","walking","","","moderate","","confirmed","b97fefc4-5734-4c52-9eef-3eebd5f76096"
"2025-03-10","2025-03-10T11:41:00-04:00","2025-03-10T11:56:00-04:00","walking","","","moderate","","confirmed","25c06b13-07f0-41b6-83b4-526e1292ac90"
"2025-03-10","2025-03-10T14:57:00-04:00","2025-03-10T15:12:00-04:00","walking","","","moderate","","confirmed","da5cc902-877c-4191-bdee-e3a86ffe7328"
"2025-03-10","2025-03-10T18:23:00-04:00","2025-03-10T18:51:00-04:00","walking","","","moderate","","confirmed","c07a64f2-d849-47c5-a5b5-9d0932221c06"
"2025-03-11","2025-03-11T15:10:00-04:00","2025-03-11T15:46:00-04:00","walking","","","moderate","","confirmed","79d96c44-34c5-4256-821c-3c7d19611add"
"2025-03-12","2025-03-12T10:40:00-04:00","2025-03-12T11:08:00-04:00","walking","","","moderate","","confirmed","cabfcb76-a217-417b-a4c9-3397740d5b65"
"2025-03-12","2025-03-12T17:18:00-04:00","2025-03-12T19:18:00-04:00","strengthTraining",452.64,"","moderate","","confirmed","8f6dfe54-2514-4595-94fe-1f5435351ad1"
"2025-03-13","2025-03-13T12:36:00-04:00","2025-03-13T13:50:00-04:00","walking",196.24800000000002,"","moderate","","confirmed","3256e5f8-2e19-4698-8b87-a8c31a735ccd"
"2025-03-13","2025-03-13T17:06:00-04:00","2025-03-13T17:35:00-04:00","strengthTraining","","","moderate","","confirmed","08203eec-07b6-43bc-a550-ac2d4eb8508f"
"2025-03-15","2025-03-15T14:15:00-04:00","2025-03-15T14:33:00-04:00","walking","","","moderate","","confirmed","80f26685-9178-45b3-88b3-92a4647d1263"
"2025-03-15","2025-03-15T16:05:00-04:00","2025-03-15T16:27:00-04:00","walking","","","moderate","","confirmed","1abf146d-6435-461c-ab59-db697a35610a"
"2025-03-15","2025-03-15T16:28:00-04:00","2025-03-15T16:41:00-04:00","walking","","","moderate","","confirmed","4004962b-489e-40c7-8fb5-ed12dbbd2682"
"2025-03-15","2025-03-15T23:45:00-04:00","2025-03-16T00:25:00-04:00","walking","","","moderate","","confirmed","934304f3-26a6-4010-b7e2-c56a3e1a8903"
"2025-03-16","2025-03-16T12:12:00-04:00","2025-03-16T12:25:00-04:00","walking","","","moderate","","confirmed","4a039c39-14d3-4688-812d-3e99510c889a"
"2025-03-16","2025-03-16T13:11:00-04:00","2025-03-16T14:10:00-04:00","walking","","","moderate","","confirmed","f164640b-3929-444c-b95e-413bbd8326cf"
"2025-03-16","2025-03-16T18:25:00-04:00","2025-03-16T19:10:00-04:00","strengthTraining","","","moderate","","confirmed","ef46ce31-c284-4242-9980-d50133e55836"
"2025-03-16","2025-03-16T19:11:00-04:00","2025-03-16T19:24:00-04:00","walking","","","moderate","","confirmed","ac7bdb14-93fb-44db-9860-050143e804c1"
"2025-03-17","2025-03-17T14:51:00-04:00","2025-03-17T15:17:00-04:00","walking","","","moderate","","confirmed","fc8e5ac6-88cd-410a-ad0c-abb8503ef8b2"
"2025-03-17","2025-03-17T17:59:00-04:00","2025-03-17T18:23:00-04:00","walking","","","moderate","","confirmed","ef091b2a-d673-4e90-b3ff-96c4a3d12164"
"2025-03-18","2025-03-18T13:51:00-04:00","2025-03-18T14:05:00-04:00","walking","","","moderate","","confirmed","e1b7b35a-0133-4469-bbb9-eb763bce45f7"
"2025-03-18","2025-03-18T15:02:00-04:00","2025-03-18T15:33:00-04:00","walking","","","moderate","","confirmed","f21ba19d-f584-422c-b21e-c36823ebba4b"
"2025-03-18","2025-03-18T15:30:36-04:00","2025-03-18T16:20:36-04:00","strengthTraining",188.6,"","moderate","","manual","1f371902-73f0-4cf7-98f7-f1b6e6f1ddd8"
"2025-03-18","2025-03-18T16:21:00-04:00","2025-03-18T16:42:00-04:00","walking","","","moderate","","confirmed","7dec85b6-c01b-4344-a107-ebd0c224627e"
"2025-03-19","2025-03-19T13:24:00-04:00","2025-03-19T13:48:00-04:00","walking","","","moderate","","confirmed","61c166c5-7421-424c-9971-0995801913d3"
"2025-03-19","2025-03-19T17:42:00-04:00","2025-03-19T18:35:00-04:00","strengthTraining","","","moderate","","confirmed","5db9370d-ac16-4fe4-aa88-d599b1fd7865"
"2025-03-20","2025-03-20T09:46:00-04:00","2025-03-20T10:11:00-04:00","walking","","","moderate","","confirmed","b4fdafb4-a2f3-4282-8454-a47a88874efb"
"2025-03-20","2025-03-20T13:57:00-04:00","2025-03-20T14:09:00-04:00","walking","","","moderate","","confirmed","13918641-3348-47e6-8835-1a1c6f9e80f1"
"2025-03-20","2025-03-20T15:05:00-04:00","2025-03-20T15:23:00-04:00","walking","","","moderate","","confirmed","9f5fbb25-b8c9-48e4-80fe-f1f00168f16e"
"2025-03-20","2025-03-20T18:43:00-04:00","2025-03-20T19:35:00-04:00","strengthTraining","","","moderate","","confirmed","71838f44-1d93-4ef0-a0d3-21db7e40141a"
"2025-03-21","2025-03-21T09:55:00-04:00","2025-03-21T10:12:00-04:00","walking","","","moderate","","confirmed","a97a3fb1-3ce1-454f-a77b-56a82d39a134"
"2025-03-24","2025-03-24T09:51:00-04:00","2025-03-24T10:03:00-04:00","walking","","","moderate","","confirmed","45b0ea62-958d-41fc-bb49-4bfb8a38d514"
"2025-03-24","2025-03-24T11:02:00-04:00","2025-03-24T11:12:00-04:00","walking","","","moderate","","confirmed","44dffd74-456d-4143-b765-640be5e1bdd8"
"2025-03-24","2025-03-24T11:59:00-04:00","2025-03-24T12:15:00-04:00","walking","","","moderate","","confirmed","3f210380-a5f8-42f7-abfa-88f72f3c7352"
"2025-03-24","2025-03-24T14:58:00-04:00","2025-03-24T15:09:00-04:00","walking","","","moderate","","confirmed","af732b09-87b7-4463-81e7-a284a9e2c847"
"2025-03-26","2025-03-26T13:11:00-04:00","2025-03-26T13:26:00-04:00","walking","","","moderate","","confirmed","a4c7c5fb-8bbc-43d3-a06f-c967dc5df847"
"2025-03-26","2025-03-26T18:00:41-04:00","2025-03-26T19:00:41-04:00","strengthTraining",226.32,"","moderate","","manual","c6ee9cc6-579d-423c-bbf0-2c0ac22526f9"
"2025-03-26","2025-03-26T19:03:00-04:00","2025-03-26T19:13:00-04:00","walking","","","moderate","","confirmed","1744b18e-1c5e-4337-a174-4cdf990952e2"
"2025-03-28","2025-03-28T12:29:00-04:00","2025-03-28T12:40:00-04:00","walking","","","moderate","","confirmed","1438dee4-cd86-4f8e-9f8d-eb0712a15f20"
"2025-03-28","2025-03-28T13:46:00-04:00","2025-03-28T14:04:00-04:00","walking","","","moderate","","confirmed","7f0e537f-1a76-4f58-b5c1-671adb4ea094"
"2025-03-28","2025-03-28T17:02:00-04:00","2025-03-28T17:24:00-04:00","walking","","","moderate","","confirmed","fd90fc91-c7ee-4633-9194-74b575b4b071"
"2025-03-29","2025-03-29T18:26:00-04:00","2025-03-29T18:43:00-04:00","walking","","","moderate","","confirmed","13a42610-0d58-46f4-940c-a8a792ecef30"
"2025-03-31","2025-03-31T10:01:00-04:00","2025-03-31T10:14:00-04:00","walking","","","moderate","","confirmed","eae39149-6ae0-482b-bfbb-d6bd968dbe90"
"2025-03-31","2025-03-31T11:02:00-04:00","2025-03-31T11:25:00-04:00","walking","","","moderate","","confirmed","b00bb816-116b-4a80-89cf-5a27adaf4b5a"
"2025-04-01","2025-04-01T13:53:00-04:00","2025-04-01T14:03:00-04:00","walking","","","moderate","","confirmed","beabe8dd-7d1b-491a-aa6d-155a2e4e7e45"
"2025-04-01","2025-04-01T15:02:00-04:00","2025-04-01T15:27:00-04:00","walking","","","moderate","","confirmed","e310ffe1-192b-42e9-a2bc-af38a42b5c08"
"2025-04-04","2025-04-04T13:39:00-04:00","2025-04-04T14:06:00-04:00","walking","","","moderate","","confirmed","7c33ad6f-cfe0-4c73-92d7-034366c25225"
"2025-04-04","2025-04-04T15:00:00-04:00","2025-04-04T15:11:00-04:00","walking","","","moderate","","confirmed","64c9c138-6c9c-4750-a0ed-58c04409bb14"
"2025-04-04","2025-04-04T18:34:00-04:00","2025-04-04T19:04:00-04:00","strengthTraining","","","moderate","","confirmed","627c9c6b-fd56-4981-b57e-540788a96231"
"2025-04-04","2025-04-04T19:52:00-04:00","2025-04-04T20:06:00-04:00","walking","","","moderate","","confirmed","694edf39-c24f-48d9-a624-f5b412312493"
"2025-04-04","2025-04-04T22:07:00-04:00","2025-04-04T22:18:00-04:00","walking","","","moderate","","confirmed","f64519bf-093e-4c04-a0f2-302ee924f641"
"2025-04-04","2025-04-04T23:33:00-04:00","2025-04-04T23:52:00-04:00","walking","","","moderate","","confirmed","b6437a47-aaf8-47c1-b080-f05dd85baf13"
"2025-04-05","2025-04-05T15:18:00-04:00","2025-04-05T15:30:00-04:00","walking","","","moderate","","confirmed","5687469c-fa42-4e63-ac53-ab010498525c"
"2025-04-05","2025-04-05T16:44:00-04:00","2025-04-05T17:14:00-04:00","walking","","","moderate","","confirmed","fb04e38d-a48e-42d4-b375-649b53e91d2e"
"2025-04-06","2025-04-06T15:14:00-04:00","2025-04-06T15:29:00-04:00","walking","","","moderate","","confirmed","1ce4f655-acb3-4491-97ce-8817ec88f2df"
"2025-04-06","2025-04-06T15:29:00-04:00","2025-04-06T16:45:00-04:00","strengthTraining","","","moderate","","confirmed","bb583fa5-524e-4f92-9ace-999df9ec9671"
"2025-04-06","2025-04-06T16:39:00-04:00","2025-04-06T16:49:00-04:00","walking","","","moderate","","confirmed","9067a41c-71a9-4362-bef3-c62b97bb0f3e"
"2025-04-06","2025-04-06T20:37:00-04:00","2025-04-06T20:54:00-04:00","walking","","","moderate","","confirmed","0e41ac70-6edc-4ba7-8aa8-caa4b7fc9d6c"
"2025-04-07","2025-04-07T11:29:00-04:00","2025-04-07T11:52:00-04:00","walking",53.532623291015625,"","moderate","","confirmed","f5abb5b0-1432-4829-87b2-857e9488a24d"
"2025-04-07","2025-04-07T14:44:00-04:00","2025-04-07T15:07:00-04:00","walking",83.86434936523438,"","moderate","","confirmed","81e4ec76-7162-496f-a61a-83d7c34dbbfa"
"2025-04-07","2025-04-07T17:46:00-04:00","2025-04-07T18:18:00-04:00","walking",95.65568542480469,"","moderate","","confirmed","fa316cbc-3c51-4884-aa1a-41b04484cde9"
"2025-04-07","2025-04-07T19:00:00-04:00","2025-04-07T20:00:00-04:00","strengthTraining",273.9803161621094,"","moderate","","confirmed","2769bb60-c4a1-4632-9f3a-5456c9c418e9"
"2025-04-08","2025-04-08T10:48:00-04:00","2025-04-08T11:04:00-04:00","walking",34.07637023925781,"","moderate","","confirmed","cbc13576-5914-482f-9457-5b4657ba6b0d"
"2025-04-08","2025-04-08T14:37:00-04:00","2025-04-08T14:59:00-04:00","walking",81.43529510498047,"","moderate","","confirmed","167fb6a7-a5ba-4387-9ab1-1b09a3d03347"
"2025-04-08","2025-04-08T19:18:00-04:00","2025-04-08T19:38:00-04:00","walking",72.64431762695312,"","moderate","","confirmed","2f076592-1f03-4763-9a5b-4fe082f255bc"
"2025-04-08","2025-04-08T20:10:29-04:00","2025-04-08T20:35:29-04:00","strengthTraining",90.18301391601562,"","moderate","","manual","9b42458e-23da-4658-87ca-77e73f4bcf4b"
"2025-04-08","2025-04-08T20:36:00-04:00","2025-04-08T20:46:00-04:00","walking",30.022727966308594,"","moderate","","confirmed","a35b6aed-a19f-4c22-99ec-e8599f26348c"
"2025-04-11","2025-04-11T14:17:00-04:00","2025-04-11T15:12:00-04:00","houseWork",93.16895294189453,"","moderate","","confirmed","8f4c6eaa-72f5-4ff4-83af-1ae383091990"
"2025-04-11","2025-04-11T17:02:00-04:00","2025-04-11T18:13:00-04:00","walking",209.14105224609375,"","moderate","","confirmed","15f53bc0-fc1a-4375-a0d2-a350aa68ead5"
"2025-04-12","2025-04-12T13:34:00-04:00","2025-04-12T14:05:00-04:00","walking",113.97246551513672,"","moderate","","confirmed","961bf01c-40d1-4402-bd49-b4a867623587"
"2025-04-12","2025-04-12T16:50:00-04:00","2025-04-12T17:28:00-04:00","walking",122.57367706298828,"","moderate","","confirmed","f5ee2459-831f-432f-9cda-7bb7cf9dbc39"
"2025-04-12","2025-04-12T17:43:00-04:00","2025-04-12T17:54:00-04:00","walking",24.981971740722656,"","moderate","","confirmed","7a307967-5438-4d34-bc82-bd7fc4342243"
"2025-04-13","2025-04-13T17:06:00-04:00","2025-04-13T17:42:00-04:00","walking",95.78852844238281,"","moderate","","confirmed","ca0f75c9-e171-44d2-af01-2e8d9c86f7bd"
"2025-04-15","2025-04-15T08:39:00-04:00","2025-04-15T08:49:00-04:00","walking",52.97603225708008,"","moderate","","confirmed","10146d15-52b6-4617-9890-9e161ea2f229"
"2025-04-15","2025-04-15T12:12:00-04:00","2025-04-15T12:27:00-04:00","walking",48.28940963745117,"","moderate","","confirmed","0899c7ec-2a6a-48d8-98f6-8983d8410ec7"
"2025-04-15","2025-04-15T19:02:00-04:00","2025-04-15T19:14:00-04:00","walking",39.34046936035156,"","moderate","","confirmed","81bb1952-527c-4c19-acb6-624cbe0d9d4a"
"2025-04-16","2025-04-16T16:55:00-04:00","2025-04-16T18:55:00-04:00","strengthTraining",422.2629089355469,"","moderate","","confirmed","bd240017-4b77-41b3-bcf2-2d7c02393bb3"
"2025-04-16","2025-04-16T19:01:00-04:00","2025-04-16T19:21:00-04:00","walking",63.021690368652344,"","moderate","","confirmed","2fb0abec-788c-4a16-ad5a-00cc2d1541d5"
"2025-04-17","2025-04-17T11:49:00-04:00","2025-04-17T12:20:00-04:00","walking",102.97554779052734,"","moderate","","confirmed","2d6910fe-ba68-4e45-b77b-117acc1caf8a"
"2025-04-17","2025-04-17T16:30:00-04:00","2025-04-17T17:12:00-04:00","walking",107.25736236572266,"","moderate","","confirmed","aaec52c0-430a-45eb-89b3-e91cd1e8da00"
"2025-04-17","2025-04-17T17:49:00-04:00","2025-04-17T18:06:00-04:00","walking",48.825687408447266,"","moderate","","confirmed","6ec8f7c3-b8c9-44be-84d4-3291fc6d1b68"
"2025-04-18","2025-04-18T18:39:00-04:00","2025-04-18T18:59:00-04:00","walking",49.035743713378906,"","moderate","","confirmed","40407556-6287-4dab-94e3-9b80918fcf88"
"2025-04-19","2025-04-19T11:43:00-04:00","2025-04-19T11:58:00-04:00","walking",35.345340728759766,"","moderate","","confirmed","07add696-b8c0-479e-8c44-fd79574bb5bf"
"2025-04-19","2025-04-19T11:59:00-04:00","2025-04-19T12:14:00-04:00","walking",48.9271240234375,"","moderate","","confirmed","cf814e56-ef31-454d-bb32-a0b1d4af8a2c"
"2025-04-19","2025-04-19T14:16:00-04:00","2025-04-19T14:30:00-04:00","walking",32.653568267822266,"","moderate","","confirmed","612c9153-aa47-4577-8135-43d246be9313"
"2025-04-20","2025-04-20T13:25:00-04:00","2025-04-20T14:25:00-04:00","walking",170.42254638671875,"","moderate","","confirmed","7ac4c5bb-e861-4a11-a89e-e1a60744ea89"
"2025-04-20","2025-04-20T14:57:00-04:00","2025-04-20T15:10:00-04:00","walking",31.81351661682129,"","moderate","","confirmed","858cc7a5-5d9a-4f72-877a-96b426501b9a"
"2025-04-20","2025-04-20T17:23:00-04:00","2025-04-20T17:46:00-04:00","walking",44.80603790283203,"","moderate","","confirmed","84825ab0-3c0a-4eb8-a326-1044612245fa"
"2025-04-23","2025-04-23T14:21:00-04:00","2025-04-23T14:32:00-04:00","walking",32.39671325683594,"","moderate","","confirmed","d1040f84-6137-4f66-8854-103d69b5f973"
"2025-04-23","2025-04-23T15:04:00-04:00","2025-04-23T15:15:00-04:00","walking",38.385040283203125,"","moderate","","confirmed","1c7bc4be-6340-4342-be83-fd5142b19563"
"2025-04-23","2025-04-23T15:55:00-04:00","2025-04-23T16:08:00-04:00","walking",41.55827713012695,"","moderate","","confirmed","f8a5d7b0-8f87-45b3-8346-e0dbcfd2737c"
"2025-04-23","2025-04-23T18:34:00-04:00","2025-04-23T19:19:00-04:00","walking",147.07786560058594,"","moderate","","confirmed","78fe24ad-1348-4478-ad3b-b0d24be9f52a"
"2025-04-24","2025-04-24T16:40:00-04:00","2025-04-24T16:51:00-04:00","walking",33.58395004272461,"","moderate","","confirmed","39b7ff09-d78b-493a-b700-29e71fbad815"
"2025-04-24","2025-04-24T19:13:00-04:00","2025-04-24T19:25:00-04:00","walking",38.984413146972656,"","moderate","","confirmed","690aecf3-55ca-4ae0-b60a-23c576bb757d"
"2025-04-25","2025-04-25T08:44:00-04:00","2025-04-25T08:55:00-04:00","walking",50.04745864868164,"","moderate","","confirmed","717d7fb8-8c39-4940-9d18-dcae2b56c1a4"
"2025-04-25","2025-04-25T12:29:00-04:00","2025-04-25T12:46:00-04:00","walking",52.330020904541016,"","moderate","","confirmed","be8539db-9950-4a32-a183-6a6fa0841180"
"2025-04-26","2025-04-26T15:20:00-04:00","2025-04-26T15:30:00-04:00","walking",30.481367111206055,"","moderate","","confirmed","5ee0dfc2-2bed-4220-9f15-8cef50910a8a"
"2025-04-26","2025-04-26T15:51:00-04:00","2025-04-26T17:00:00-04:00","strengthTraining",258.10467529296875,"","moderate","","confirmed","616ffae3-7cf2-4802-a5cd-e5f54900ebc4"
"2025-04-26","2025-04-26T17:00:40-04:00","2025-04-26T17:15:40-04:00","walking",31.40755844116211,"","moderate","","manual","65acf546-313a-49ac-a0ac-88b325d5ad93"
"2025-04-28","2025-04-28T17:04:00-04:00","2025-04-28T17:45:00-04:00","walking",122.59779357910156,"","moderate","","confirmed","6bc86953-0073-4fe7-9068-dd58cea602f0"
"2025-04-28","2025-04-28T18:03:00-04:00","2025-04-28T18:35:00-04:00","walking",98.38671875,"","moderate","","confirmed","3f976ebc-6cd6-4ca4-9469-648fbf9c4e1e"
"2025-04-29","2025-04-29T17:50:00-04:00","2025-04-29T19:46:00-04:00","strengthTraining",441.0577087402344,"","moderate","","confirmed","0df839c5-40cc-4186-92cc-4171e8c401aa"
"2025-04-29","2025-04-29T19:56:00-04:00","2025-04-29T20:28:00-04:00","walking",99.06974029541016,"","moderate","","confirmed","a1aa560a-6c3a-4b22-8018-9cbf9f80f736"
"2025-04-30","2025-04-30T17:42:00-04:00","2025-04-30T18:06:00-04:00","strengthTraining",76.9267349243164,"","moderate","","confirmed","87047100-aa9d-4f48-a70d-909e3ce9167d"
"2025-04-30","2025-04-30T18:07:00-04:00","2025-04-30T18:29:00-04:00","strengthTraining",80.67340087890625,"","moderate","","confirmed","af66baf6-7f32-4eb6-8a27-9e0ca3e16cda"
"2025-04-30","2025-04-30T18:35:00-04:00","2025-04-30T18:56:00-04:00","strengthTraining",76.18888854980469,"","moderate","","confirmed","db6d6aaf-8ef9-4397-9af9-71e6beb11e5b"
"2025-04-30","2025-04-30T18:56:00-04:00","2025-04-30T19:07:00-04:00","walking",36.180381774902344,"","moderate","","confirmed","913110d3-77a9-4d3a-87b0-c0188ba5f157"
"2025-05-02","2025-05-02T14:59:00-04:00","2025-05-02T15:18:00-04:00","walking",58.6937255859375,"","moderate","","confirmed","2f6eb33f-dce2-4f8c-bb4d-91dd49b2da1b"
"2025-05-02","2025-05-02T15:49:00-04:00","2025-05-02T16:11:00-04:00","walking",70.07138061523438,"","moderate","","confirmed","4a9162ed-5322-4afd-b966-67c05a683d4d"
"2025-05-03","2025-05-03T16:06:00-04:00","2025-05-03T17:00:00-04:00","walking",185.44775390625,"","moderate","","confirmed","189aa9e6-690c-433e-8df7-22e032361b33"
"2025-05-03","2025-05-03T18:58:00-04:00","2025-05-03T19:51:00-04:00","walking",156.27056884765625,"","moderate","","confirmed","380b904e-90ce-4a59-9c0e-5a689e09a124"
"2025-05-03","2025-05-03T21:38:00-04:00","2025-05-03T21:50:00-04:00","walking",28.929481506347656,"","moderate","","confirmed","f6754cdd-fb37-476d-8aa3-fda1c2ec9cd8"
"2025-05-04","2025-05-04T14:42:00-04:00","2025-05-04T14:55:00-04:00","houseWork",40.264739990234375,"","moderate","","confirmed","efbf08a3-7ccd-4d78-a443-7be35beeb3c0"
"2025-05-04","2025-05-04T15:20:00-04:00","2025-05-04T16:55:00-04:00","strengthTraining",417.4466857910156,"","moderate","","confirmed","0bc2c7bc-9a88-4a10-8ec9-fe9943014eb8"
"2025-05-04","2025-05-04T16:55:00-04:00","2025-05-04T17:16:00-04:00","walking",57.97721481323242,"","moderate","","confirmed","b8b36742-dadf-4042-90ab-47ba59c55722"
"2025-05-05","2025-05-05T13:43:00-04:00","2025-05-05T14:03:00-04:00","walking",63.28681945800781,"","moderate","","confirmed","9cddc2e4-d2a7-4eb7-a0bf-3c22a263ad11"
"2025-05-05","2025-05-05T15:41:00-04:00","2025-05-05T16:02:00-04:00","walking",68.57797241210938,"","moderate","","confirmed","dc686268-6fcf-4b32-b71c-00b37a6a5c1b"
"2025-05-05","2025-05-05T18:00:19-04:00","2025-05-05T18:15:19-04:00","walking",29.54886817932129,"","easy","","manual","ac370e83-9ce4-4c7b-8f6b-ea16ab4d5050"
"2025-05-05","2025-05-05T18:15:00-04:00","2025-05-05T20:00:00-04:00","strengthTraining",370.1776428222656,"","moderate","","confirmed","4b775ada-0856-4234-a6e8-3c4f3c695005"
"2025-05-05","2025-05-05T20:04:00-04:00","2025-05-05T20:33:00-04:00","walking",85.87645721435547,"","moderate","","confirmed","6dd55a54-1d70-4a52-9ba2-1d809932e632"
"2025-05-06","2025-05-06T11:54:00-04:00","2025-05-06T12:20:00-04:00","cycling",69.70204162597656,"","moderate","","confirmed","89fd6578-10d6-42f4-918b-1e19d9db0ad8"
"2025-05-06","2025-05-06T14:28:00-04:00","2025-05-06T15:13:00-04:00","walking",108.50031280517578,"","moderate","","confirmed","5acd7ef0-b3b8-46e6-bd6e-9d191170a8a5"
"2025-05-06","2025-05-06T15:00:08-04:00","2025-05-06T15:22:08-04:00","cycling",106.20014190673828,"","moderate","","manual","13ee320d-c796-442b-8d7e-27f973548e9c"
"2025-05-06","2025-05-06T15:38:00-04:00","2025-05-06T16:00:00-04:00","walking",38.10601806640625,"","moderate","","confirmed","99209c83-fec4-41b6-87e7-182044652679"
"2025-05-06","2025-05-06T17:55:00-04:00","2025-05-06T18:09:00-04:00","walking",46.155967712402344,"","moderate","","confirmed","c588aec7-83f1-420b-b632-d8900c2350d8"
"2025-05-06","2025-05-06T20:02:00-04:00","2025-05-06T20:29:00-04:00","walking",74.52020263671875,"","moderate","","confirmed","1c0ca284-de6e-45a3-9102-37565eabba41"
"2025-05-07","2025-05-07T13:10:00-04:00","2025-05-07T13:23:00-04:00","cycling",38.73808670043945,"","moderate","","confirmed","6c2a0309-f627-45dd-9c88-a5567e8fe87f"
"2025-05-07","2025-05-07T13:37:00-04:00","2025-05-07T13:51:00-04:00","houseWork",50.426475524902344,"","moderate","","confirmed","1103cb12-e7ca-4f38-bae2-cfa47599c6ab"
"2025-05-07","2025-05-07T14:02:00-04:00","2025-05-07T14:34:00-04:00","walking",100.99502563476562,"","moderate","","confirmed","854dcd24-d851-4ecc-950e-497f3043784d"
"2025-05-07","2025-05-07T14:45:00-04:00","2025-05-07T14:59:00-04:00","strengthTraining",42.44772720336914,"","moderate","","confirmed","2fefe71f-c694-4dae-8c2c-f9dc6ced3aa9"
"2025-05-07","2025-05-07T17:34:00-04:00","2025-05-07T17:45:00-04:00","strengthTraining",41.78556823730469,"","moderate","","confirmed","1d50bc9d-3797-428c-a2ba-ab3d5ae7712d"
"2025-05-07","2025-05-07T17:50:00-04:00","2025-05-07T18:06:00-04:00","strengthTraining",60.19157409667969,"","moderate","","confirmed","ddcae63f-aa28-4b9a-a429-307ed01ed827"
"2025-05-07","2025-05-07T18:29:00-04:00","2025-05-07T18:46:00-04:00","strengthTraining",58.0281867980957,"","moderate","","confirmed","aa638890-5d11-4ef9-a94d-66738eb4db2b"
"2025-05-07","2025-05-07T18:58:00-04:00","2025-05-07T19:21:00-04:00","strengthTraining",88.61238861083984,"","moderate","","confirmed","97c18748-fff6-4710-a92d-93e0fe79c423"
"2025-05-07","2025-05-07T19:21:00-04:00","2025-05-07T19:49:00-04:00","walking",94.9011459350586,"","moderate","","confirmed","476fbdf8-85eb-4bf5-9cda-7b503b0b3b0c"
"2025-05-08","2025-05-08T13:12:00-04:00","2025-05-08T13:34:00-04:00","cycling",45.921653747558594,"","moderate","","confirmed","3d84f3f7-91fa-4ab7-986e-754b14d2ef8e"
"2025-05-08","2025-05-08T17:59:00-04:00","2025-05-08T18:16:00-04:00","walking",50.82963562011719,"","moderate","","confirmed","38c9c58d-9389-487c-8021-6b6cb47da814"
"2025-05-08","2025-05-08T20:14:00-04:00","2025-05-08T20:29:00-04:00","walking",40.82350540161133,"","moderate","","confirmed","8c0d195b-999d-4c22-a082-49ceb8003b5b"
"2025-05-09","2025-05-09T14:15:00-04:00","2025-05-09T15:15:00-04:00","houseWork",194.19618225097656,"","moderate","","confirmed","e2fff4c5-1080-48c4-8c31-612a9a6b5e05"
"2025-05-09","2025-05-09T18:49:00-04:00","2025-05-09T19:40:00-04:00","walking",150.64956665039062,"","moderate","","confirmed","8f7a303b-9cbc-4b92-9c10-059a7bd29587"
"2025-05-09","2025-05-09T21:38:00-04:00","2025-05-09T21:52:00-04:00","walking",40.753684997558594,"","moderate","","confirmed","1edcca33-43c7-49dd-9e07-3534d4ef0c56"
"2025-05-09","2025-05-09T21:53:00-04:00","2025-05-09T22:15:00-04:00","walking",64.35633850097656,"","moderate","","confirmed","23ad018c-028b-42b3-82d9-16d3e4ae383a"
